fips,pa_tweets,diet_tweets,smoking_tweets,alcohol_tweets,sleep_tweets,total_tweets,leisure_prev,smoking_prev,binge_prev,sleep_prev,obesity_prev,diet_prevalence,pa_rate,diet_rate,smoking_rate,alcohol_rate,sleep_rate,state
48425,131,24,5,70,30,310,27.15,20.15,17.55,34.35,37.6,0.0,0.42258064516129035,0.07741935483870968,0.016129032258064516,0.22580645161290322,0.0967741935483871,48
48427,791,214,29,344,298,2008,42.9667,21.84,15.6467,36.22,43.7333,0.4041150814606192,0.3939243027888446,0.10657370517928287,0.01444223107569721,0.17131474103585656,0.14840637450199204,48
48429,221,38,9,110,52,533,29.2667,22.0667,17.4333,33.9667,37.3,0.27601246105919,0.4146341463414634,0.07129455909943715,0.016885553470919325,0.20637898686679174,0.0975609756097561,48
48431,15,3,0,6,5,34,28.5,19.3,17.5,34.3,36.5,1.0,0.4411764705882353,0.08823529411764706,0.0,0.17647058823529413,0.14705882352941177,48
48433,5,1,0,3,3,14,28.8,20.4,16.2,33.2,35.5,0.1536912751677852,0.35714285714285715,0.07142857142857142,0.0,0.21428571428571427,0.21428571428571427,48
48435,52,13,3,19,19,124,30.0,17.5,17.3,33.3,37.1,0.191860465116279,0.41935483870967744,0.10483870967741936,0.024193548387096774,0.1532258064516129,0.1532258064516129,48
48437,286,42,5,77,49,543,31.0333,20.6,17.4333,35.2333,38.1,0.3183091418385536,0.5267034990791897,0.07734806629834254,0.009208103130755065,0.141804788213628,0.09023941068139964,48
48439,93295,23455,4802,39367,21737,220299,25.8303,17.8961,16.9596,34.5022,37.361,0.3926869376379838,0.4234926168525504,0.1064689354014317,0.021797647742386485,0.1786980422062742,0.0986704433519898,48
48441,4596,1053,187,1768,1064,10391,29.1892,21.3459,17.6108,35.3405,34.6649,0.3466818008231849,0.44230584159368685,0.10133769608314888,0.017996342989125204,0.17014724280627466,0.1023963044942739,48
48443,3,1,0,4,3,14,30.6,17.8,15.6,33.4,39.0,1.0,0.21428571428571427,0.07142857142857142,0.0,0.2857142857142857,0.21428571428571427,48
48445,80,26,6,50,28,234,34.8,23.2667,17.7333,35.6667,39.5,0.4285036755987669,0.3418803418803419,0.1111111111111111,0.02564102564102564,0.21367521367521367,0.11965811965811966,48
48447,6,12,0,7,2,28,27.0,19.5,16.2,32.5,35.1,1.0,0.21428571428571427,0.42857142857142855,0.0,0.25,0.07142857142857142,48
48449,445,107,35,211,138,1120,31.45,21.8,17.4125,35.6,38.9375,0.3733142550527634,0.39732142857142855,0.09553571428571428,0.03125,0.18839285714285714,0.12321428571428572,48
48451,4789,1292,257,2281,1448,11953,26.3917,17.1833,19.1208,33.9625,35.1208,0.3634670456258209,0.4006525558437212,0.1080900192420313,0.021500878440558854,0.1908307537856605,0.12114113611645612,48
48453,179400,39531,6181,76814,32078,402695,19.0871,13.2055,20.5825,30.1364,29.0244,0.4199210656601478,0.4454984541650629,0.09816610586175642,0.015349085536199854,0.19074982306708552,0.0796583021890016,48
48455,154,45,9,96,50,421,31.06,23.68,15.56,34.68,41.46,0.2125469065717309,0.3657957244655582,0.10688836104513064,0.021377672209026127,0.22802850356294538,0.1187648456057007,48
48457,256,74,7,136,77,671,29.3,22.68,17.78,36.72,34.0,0.4514839658182486,0.38152011922503726,0.11028315946348734,0.010432190760059613,0.20268256333830104,0.11475409836065574,48
48459,414,114,11,156,108,955,26.7286,21.4571,17.8143,35.5571,35.8,0.1826523653047306,0.43350785340314135,0.1193717277486911,0.011518324607329843,0.16335078534031414,0.1130890052356021,48
48461,35,10,3,14,9,84,30.4,19.8,17.9,35.75,37.5,0.3341281669150521,0.4166666666666667,0.11904761904761904,0.03571428571428571,0.16666666666666666,0.10714285714285714,48
48463,794,223,39,408,288,2101,33.64,18.08,16.24,33.28,38.22,0.4517704980117402,0.37791527843883865,0.10613993336506425,0.018562589243217516,0.19419324131366017,0.13707758210376011,48
48465,924,224,42,522,291,2513,37.4667,19.0889,16.3111,34.1333,42.6222,0.5508761824586278,0.36768802228412256,0.08913649025069638,0.016713091922005572,0.20771985674492638,0.11579785117389574,48
48467,946,234,27,426,209,2255,28.05,22.29,17.13,33.6,35.88,0.4574403109383675,0.4195121951219512,0.10376940133037695,0.01197339246119734,0.18891352549889134,0.09268292682926829,48
48469,2661,601,129,1346,712,6583,30.8591,19.2955,17.3318,35.5273,38.5545,0.3158974987363487,0.40422299863284217,0.09129576181072459,0.0195959289077928,0.20446604891386905,0.1081573750569649,48
48471,3448,1112,192,1716,987,8863,26.58,20.89,19.92,36.07,39.61,0.1680464668942237,0.38903305878370753,0.1254654180300124,0.021663093760577682,0.19361390048516303,0.11136184136296964,48
48473,1789,609,116,896,570,4826,26.1333,18.1167,18.2167,35.9167,36.15,0.2504863973619126,0.3707003729796933,0.1261914629092416,0.02403646912556983,0.18566100290095316,0.11811023622047244,48
48475,189,34,12,69,67,432,31.0,19.3667,17.1,34.2667,39.1667,0.0825670857571777,0.4375,0.0787037037037037,0.027777777777777776,0.1597222222222222,0.1550925925925926,48
48477,780,192,36,313,165,1762,25.7667,18.15,16.95,33.9167,35.1,0.3032515208726662,0.4426787741203178,0.10896708286038592,0.02043132803632236,0.17763904653802498,0.09364358683314415,48
48479,6027,1445,294,2507,1647,14169,40.3717,19.3017,16.1967,38.215,45.5367,0.3133933477603131,0.4253652339614652,0.10198320276660315,0.02074952360787635,0.17693556355423812,0.11623967817065424,48
48481,773,248,66,349,261,2041,32.6182,21.4545,16.4727,37.6,42.0455,0.1686367218282111,0.3787359137677609,0.12150906418422341,0.03233708966193043,0.17099461048505635,0.12787849093581577,48
48483,51,9,0,27,10,125,28.9,21.25,16.9,34.05,36.55,0.1146025878003696,0.408,0.072,0.0,0.216,0.08,48
48485,4525,913,166,1907,933,10037,27.2083,20.8667,18.3306,36.35,37.0028,0.4522489524131822,0.45083192188901067,0.09096343528942911,0.01653880641625984,0.1899970110590814,0.09295606256849656,48
48487,169,50,9,82,61,460,32.4,23.2,16.8,35.475,39.725,0.3865533801256003,0.3673913043478261,0.10869565217391304,0.01956521739130435,0.1782608695652174,0.13260869565217392,48
48489,1143,208,48,480,318,2620,39.24,20.08,16.18,36.26,45.42,0.4318243426402819,0.4362595419847328,0.07938931297709924,0.0183206106870229,0.183206106870229,0.12137404580152672,48
48491,12395,2535,415,4929,2290,27400,19.2663,14.0764,20.8079,31.4753,31.2101,0.5307470804251332,0.4523722627737226,0.09251824817518248,0.015145985401459854,0.1798905109489051,0.08357664233576642,48
48493,636,209,39,298,255,1734,26.2,17.8636,18.4364,34.6091,37.0909,0.1493881941643135,0.36678200692041524,0.12053056516724336,0.02249134948096886,0.17185697808535177,0.14705882352941177,48
48495,258,74,11,93,93,630,30.2333,20.1,18.2333,35.0667,37.4,0.0592123769338959,0.4095238095238095,0.11746031746031746,0.01746031746031746,0.14761904761904762,0.14761904761904762,48
48497,1035,241,49,453,231,2445,25.7636,20.5364,19.8273,33.2364,34.4636,0.158506066046461,0.4233128834355828,0.09856850715746421,0.020040899795501024,0.18527607361963191,0.09447852760736196,48
48499,948,171,35,417,203,2172,26.83,20.69,16.14,35.59,35.02,0.2434427977396311,0.43646408839779005,0.0787292817679558,0.016114180478821363,0.1919889502762431,0.0934622467771639,48
48501,190,50,7,75,57,444,31.6,19.8,17.75,34.15,37.3,0.2577738291661378,0.42792792792792794,0.11261261261261261,0.015765765765765764,0.16891891891891891,0.12837837837837837,48
48503,220,56,9,107,33,509,27.425,20.475,17.725,34.45,34.675,0.3014016172506739,0.43222003929273084,0.1100196463654224,0.01768172888015717,0.21021611001964635,0.06483300589390963,48
48505,243,62,5,90,91,573,40.7,20.1,16.0667,35.7667,42.4667,0.167855614210301,0.42408376963350786,0.1082024432809773,0.008726003490401396,0.15706806282722513,0.15881326352530542,48
48507,441,136,27,198,188,1175,43.725,21.325,16.075,36.975,45.625,0.3159201849790186,0.3753191489361702,0.11574468085106383,0.02297872340425532,0.16851063829787233,0.16,48
49001,149,24,8,59,35,325,18.75,11.8,11.6,32.65,29.05,0.1439131090662241,0.4584615384615385,0.07384615384615385,0.024615384615384615,0.18153846153846154,0.1076923076923077,49
49003,321,87,13,112,69,754,17.9818,10.7364,10.8818,33.3727,31.9909,0.2407975900157796,0.42572944297082227,0.11538461538461539,0.017241379310344827,0.14854111405835543,0.09151193633952255,49
49005,2959,571,98,1073,492,6315,15.4846,9.11539,11.45,29.3538,27.8038,0.4192024128686327,0.4685669041963579,0.0904196357878068,0.015518606492478226,0.16991290577988916,0.07790973871733967,49
49007,166,33,7,63,30,378,21.82,12.34,11.6,36.6,29.44,0.4233904761904762,0.43915343915343913,0.0873015873015873,0.018518518518518517,0.16666666666666666,0.07936507936507936,49
49009,1,2,0,2,0,8,18.0,11.0,11.6,32.0,28.5,1.0,0.125,0.25,0.0,0.25,0.0,49
49011,3680,805,144,1426,719,8236,16.1093,8.37778,10.6981,32.2537,32.5537,0.4081254641193546,0.44681884409907724,0.09774162214667315,0.017484215638659543,0.17314230208839243,0.08729966002914036,49
49013,42,6,4,16,9,96,18.2667,13.8,12.0333,33.5667,29.0333,0.2403396571182888,0.4375,0.0625,0.041666666666666664,0.16666666666666666,0.09375,49
49015,19,5,1,12,4,53,18.8667,12.4,11.7333,33.5333,30.4333,0.3411078717201166,0.3584905660377358,0.09433962264150944,0.018867924528301886,0.22641509433962265,0.07547169811320754,49
49017,107,12,4,48,12,226,19.6,11.7,10.35,31.9,29.65,0.5997679814385151,0.47345132743362833,0.05309734513274336,0.017699115044247787,0.21238938053097345,0.05309734513274336,49
49019,334,65,9,109,39,693,18.2,11.65,11.6,31.5,29.0,0.0802168021680216,0.481962481962482,0.09379509379509379,0.012987012987012988,0.15728715728715728,0.05627705627705628,49
49021,1118,235,46,440,265,2486,16.5625,11.375,11.8125,31.75,25.6375,0.4629400630914826,0.4497184231697506,0.09452936444086886,0.01850362027353178,0.17699115044247787,0.10659694288012872,49
49023,40,7,1,11,8,80,18.55,13.05,11.65,35.5,28.5,0.4649619363654109,0.5,0.0875,0.0125,0.1375,0.1,49
49025,124,32,0,52,22,291,18.4,10.6,9.9,30.2,28.0,0.4969824561403508,0.4261168384879725,0.10996563573883161,0.0,0.17869415807560138,0.07560137457044673,49
49027,179,19,9,181,22,497,21.0,12.0667,10.4,32.0667,28.2,0.2170679037031112,0.36016096579476864,0.03822937625754527,0.018108651911468814,0.3641851106639839,0.04426559356136821,49
49029,56,11,2,22,7,123,14.9,9.05,11.35,32.05,26.05,0.0035906642728904,0.45528455284552843,0.08943089430894309,0.016260162601626018,0.17886178861788618,0.056910569105691054,49
49031,9,1,0,1,4,18,22.0,12.5,9.2,30.7,29.7,1.0,0.5,0.05555555555555555,0.0,0.05555555555555555,0.2222222222222222,49
49033,5,1,1,7,1,15,18.1,11.4,11.0,31.8,28.2,1.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.06666666666666667,49
49035,45177,9773,1692,17653,7980,100304,17.1716,9.75118,14.0299,30.1919,29.5569,0.2474332304388672,0.45040078162386343,0.09743380124421758,0.01686871909395438,0.1759949752751635,0.07955814324453661,49
49037,131,27,3,60,13,308,24.375,19.225,10.375,34.15,34.7,0.4994574799945748,0.4253246753246753,0.08766233766233766,0.00974025974025974,0.19480519480519481,0.04220779220779221,49
49039,400,65,12,87,76,748,18.42,11.18,10.72,30.36,29.5,0.2073179498238803,0.5347593582887701,0.08689839572192513,0.016042780748663103,0.1163101604278075,0.10160427807486631,49
49041,132,26,1,40,20,255,19.04,12.1,10.36,32.7,32.26,0.037580095826358,0.5176470588235295,0.10196078431372549,0.00392156862745098,0.1568627450980392,0.0784313725490196,49
49043,1763,357,85,935,328,4129,12.8846,8.08462,13.7231,27.2923,21.5692,0.4423439725869171,0.4269798982804553,0.08646161298135141,0.020586098328893195,0.22644708161782515,0.07943812061031727,49
49045,723,131,26,321,163,1693,18.02,12.55,13.31,34.99,33.34,0.3637906373487842,0.4270525694034259,0.07737743650324867,0.01535735380980508,0.18960425280567042,0.09627879503839339,49
49047,166,38,6,66,37,361,21.05,14.5833,12.2833,34.55,34.6667,0.246072173806309,0.4598337950138504,0.10526315789473684,0.01662049861495845,0.18282548476454294,0.10249307479224377,49
49049,11637,2810,326,4094,2034,25234,13.8362,6.96772,9.19921,29.6213,28.5055,0.4492402678516577,0.4611635095506063,0.1113576920028533,0.012919077435206467,0.16224142030593644,0.08060553221843544,49
49051,165,35,5,76,27,387,13.725,9.15,12.3,26.3,28.95,0.4304292392690182,0.4263565891472868,0.09043927648578812,0.012919896640826873,0.19638242894056848,0.06976744186046512,49
49053,2744,581,138,1138,674,6457,16.8048,9.48571,9.63809,29.0381,29.7762,0.4112963195053682,0.42496515409632957,0.08997986681121264,0.02137215425120025,0.1762428372309122,0.10438284032832584,49
49055,50,11,2,15,7,97,19.8,11.7,11.0,30.7,26.9,0.386609071274298,0.5154639175257731,0.1134020618556701,0.020618556701030927,0.15463917525773196,0.07216494845360824,49
49057,4386,1035,180,1791,908,10022,20.868,11.6,12.57,36.754,33.756,0.3729458832928815,0.4376371981640391,0.10327279984035123,0.017960486928756736,0.1787068449411295,0.09060067850728397,49
50001,339,72,8,161,50,797,16.88,13.5,16.88,27.57,28.31,0.2348787227509978,0.42534504391468003,0.0903387703889586,0.010037641154328732,0.20200752823086573,0.06273525721455459,50
50003,422,96,10,173,66,953,19.25,15.2417,17.1083,31.65,25.5417,0.1875,0.4428121720881427,0.10073452256033578,0.01049317943336831,0.18153200419727178,0.06925498426023086,50
50005,254,45,12,116,47,548,22.72,17.19,18.14,32.66,30.43,0.1456365544522483,0.4635036496350365,0.08211678832116788,0.021897810218978103,0.2116788321167883,0.08576642335766424,50
50007,6692,1356,209,2951,877,14728,13.6882,12.2559,18.7324,24.6794,21.5735,0.2994709721745104,0.4543726235741445,0.09206952743074416,0.014190657251493754,0.2003666485605649,0.05954644215100489,50
50009,22,4,1,9,18,61,25.4667,20.1667,16.7,31.0,32.2333,0.2824294322867111,0.36065573770491804,0.06557377049180328,0.01639344262295082,0.14754098360655737,0.29508196721311475,50
50011,282,41,20,110,50,602,20.8,17.21,16.69,34.88,34.27,0.164331876424222,0.4684385382059801,0.0681063122923588,0.03322259136212625,0.18272425249169436,0.08305647840531562,50
50015,177,45,2,102,35,439,17.4429,15.5571,19.9714,27.7,25.8143,0.0955631399317406,0.4031890660592255,0.10250569476082004,0.004555808656036446,0.23234624145785876,0.07972665148063782,50
50017,71,34,2,35,10,184,19.2,16.2,18.85,31.33,29.32,0.2000424718623911,0.3858695652173913,0.18478260869565216,0.010869565217391304,0.19021739130434784,0.05434782608695652,50
50019,97,28,5,35,15,225,22.36,19.19,16.94,34.01,30.24,0.2067982291588504,0.4311111111111111,0.12444444444444444,0.022222222222222223,0.15555555555555556,0.06666666666666667,50
50021,673,140,27,282,89,1432,18.9,15.02,18.425,32.035,30.665,0.3460549549270468,0.46997206703910616,0.09776536312849161,0.018854748603351956,0.19692737430167598,0.06215083798882681,50
50023,1222,177,24,537,168,2603,16.5105,13.6947,19.3474,26.7632,28.5158,0.3464235162447743,0.4694583173261621,0.06799846331156358,0.009220130618517095,0.20630042258932002,0.06454091432961967,50
50025,584,120,25,230,74,1238,18.2944,15.5111,17.8833,26.4333,26.8278,0.2569383398216752,0.4717285945072698,0.09693053311793215,0.020193861066235864,0.18578352180936994,0.05977382875605816,50
50027,529,170,15,227,76,1205,19.3556,15.25,16.8222,28.1778,28.9944,0.3825363825363825,0.43900414937759336,0.14107883817427386,0.012448132780082987,0.1883817427385892,0.06307053941908713,50
51001,243,45,7,136,75,644,30.525,21.0,12.9125,37.05,38.1125,0.0939640687605014,0.37732919254658387,0.06987577639751552,0.010869565217391304,0.2111801242236025,0.11645962732919254,51
51003,420,59,13,156,42,799,18.3182,12.8045,15.5273,29.8909,26.4682,0.2183037285372946,0.5256570713391739,0.07384230287859825,0.016270337922403004,0.19524405506883605,0.052565707133917394,51
51005,60,20,3,25,20,151,27.75,22.1833,14.5333,36.3667,37.4333,0.1986873508353221,0.3973509933774834,0.13245033112582782,0.019867549668874173,0.16556291390728478,0.13245033112582782,51
51007,8,6,1,6,5,32,24.65,19.85,15.0,36.25,36.25,0.1646178092986603,0.25,0.1875,0.03125,0.1875,0.15625,51
51009,311,43,6,133,64,682,25.4889,20.1111,14.3444,36.4778,37.3889,0.1610605461020973,0.4560117302052786,0.06304985337243402,0.008797653958944282,0.19501466275659823,0.093841642228739,51
51011,176,20,6,73,35,380,25.0,19.5667,14.8333,37.1,36.5667,0.1300011732957878,0.4631578947368421,0.05263157894736842,0.015789473684210527,0.19210526315789472,0.09210526315789473,51
51013,15976,3054,355,6490,1891,33408,13.5737,9.39474,20.186,28.7684,26.9263,0.2011568931550488,0.4782088122605364,0.09141522988505747,0.010626197318007662,0.19426484674329503,0.05660320881226054,51
51015,431,88,10,202,69,939,23.2,20.0615,16.5077,34.4769,35.5462,0.4622615309021769,0.4589989350372737,0.09371671991480299,0.010649627263045794,0.21512247071352503,0.07348242811501597,51
51017,18,7,1,14,2,48,28.9,21.7,14.0,35.5,39.6,0.212428662016487,0.375,0.14583333333333334,0.020833333333333332,0.2916666666666667,0.041666666666666664,51
51019,405,80,17,162,57,848,21.1294,18.5588,16.0765,33.8,33.5118,0.1731709250402938,0.47759433962264153,0.09433962264150944,0.020047169811320754,0.19103773584905662,0.06721698113207547,51
51021,24,3,0,7,0,39,23.85,20.6,16.5,35.25,37.7,0.1953399765533411,0.6153846153846154,0.07692307692307693,0.0,0.1794871794871795,0.0,51
51023,209,37,11,115,39,508,21.4875,17.7875,15.9,34.875,35.7,0.6903158277964867,0.41141732283464566,0.07283464566929133,0.021653543307086614,0.2263779527559055,0.07677165354330709,51
51025,76,18,4,25,8,147,29.6,22.76,13.96,40.64,42.16,0.330274176895721,0.5170068027210885,0.12244897959183673,0.027210884353741496,0.17006802721088435,0.05442176870748299,51
51027,39,9,0,16,10,88,31.7857,27.5,14.9143,39.6143,40.0286,0.1129312484487466,0.4431818181818182,0.10227272727272728,0.0,0.18181818181818182,0.11363636363636363,51
51029,39,4,1,16,10,78,29.325,23.025,14.625,38.375,42.8,0.1945630391217217,0.5,0.05128205128205128,0.01282051282051282,0.20512820512820512,0.1282051282051282,51
51031,184,54,15,94,40,480,25.7083,20.125,15.225,37.2,39.7917,0.1615753873008946,0.38333333333333336,0.1125,0.03125,0.19583333333333333,0.08333333333333333,51
51033,32,4,1,11,10,68,25.1571,20.5,15.1429,38.0286,40.4857,0.1289662231320368,0.47058823529411764,0.058823529411764705,0.014705882352941176,0.16176470588235295,0.14705882352941177,51
51035,96,18,3,31,4,178,26.3429,22.2286,15.2,34.3857,36.3571,0.1148875775005602,0.5393258426966292,0.10112359550561797,0.016853932584269662,0.17415730337078653,0.02247191011235955,51
51036,23,7,1,10,13,63,29.0,21.3667,13.2333,39.4667,41.6667,0.0368653421633554,0.36507936507936506,0.1111111111111111,0.015873015873015872,0.15873015873015872,0.20634920634920634,51
51037,98,12,2,44,15,209,30.3,23.1,13.2333,37.8667,41.0,0.3372000635626887,0.4688995215311005,0.05741626794258373,0.009569377990430622,0.21052631578947367,0.07177033492822966,51
51041,1752,485,70,673,325,4014,21.9169,15.8056,14.7887,36.2592,37.3662,0.5113635196615078,0.43647234678624813,0.12082710513203787,0.017438963627304436,0.1676631788739412,0.0809666168410563,51
51043,230,39,3,69,35,441,20.4,16.7,15.8,31.6,33.4667,0.0199173243141676,0.5215419501133787,0.08843537414965986,0.006802721088435374,0.1564625850340136,0.07936507936507936,51
51045,9,1,1,4,2,22,21.9,18.0,16.4,33.2,33.0,0.1181117533718689,0.4090909090909091,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.09090909090909091,51
51047,852,173,32,406,156,1988,24.15,18.8125,16.0375,34.875,38.1875,0.1709058592792351,0.42857142857142855,0.08702213279678069,0.01609657947686117,0.20422535211267606,0.07847082494969819,51
51049,52,15,1,11,8,101,28.2,20.95,14.15,37.65,40.6,0.5547154795065659,0.5148514851485149,0.1485148514851485,0.009900990099009901,0.10891089108910891,0.07920792079207921,51
51051,83,24,1,38,24,207,31.25,26.875,14.675,38.4,37.475,,0.40096618357487923,0.11594202898550725,0.004830917874396135,0.18357487922705315,0.11594202898550725,51
51053,30,9,2,12,1,65,26.2167,21.1667,14.8667,38.7833,42.35,0.3095033370183843,0.46153846153846156,0.13846153846153847,0.03076923076923077,0.18461538461538463,0.015384615384615385,51
51057,134,47,8,52,50,382,29.9333,21.5333,13.2333,38.6667,40.1333,0.4409470002690341,0.3507853403141361,0.12303664921465969,0.020942408376963352,0.13612565445026178,0.13089005235602094,51
51059,19930,3459,530,8099,2727,41557,15.8267,9.96235,16.0584,31.6235,22.6451,0.2822559887556287,0.4795822605096614,0.08323507471665423,0.012753567389368819,0.1948889477103737,0.06562071371850711,51
51061,1313,231,35,612,204,2862,19.7235,15.5882,16.6059,33.7471,30.7529,0.3136357233413157,0.45877009084556253,0.08071278825995808,0.01222921034241789,0.2138364779874214,0.07127882599580712,51
51063,109,21,1,37,14,221,24.7333,19.7667,15.4333,33.5667,34.4333,0.2754106944171739,0.49321266968325794,0.09502262443438914,0.004524886877828055,0.167420814479638,0.06334841628959276,51
51065,323,28,5,146,24,625,21.125,15.925,15.9,35.25,34.7,0.7954180494593727,0.5168,0.0448,0.008,0.2336,0.0384,51
51067,713,113,18,265,69,1447,24.65,19.39,15.01,31.08,35.78,0.3238829331679513,0.49274360746371804,0.07809260539046303,0.01243953006219765,0.18313752591568763,0.04768486523842433,51
51069,286,54,34,115,43,625,22.9571,17.6143,17.2429,32.7,32.7143,0.4856017086463396,0.4576,0.0864,0.0544,0.184,0.0688,51
51071,123,21,3,69,22,297,24.575,19.025,15.725,33.475,33.15,0.0153609831029185,0.41414141414141414,0.0707070707070707,0.010101010101010102,0.23232323232323232,0.07407407407407407,51
51073,152,31,3,64,33,340,21.675,18.075,15.65,36.4375,35.7625,0.2171647346591513,0.4470588235294118,0.09117647058823529,0.008823529411764706,0.18823529411764706,0.09705882352941177,51
51075,161,40,7,52,18,356,21.08,17.56,15.46,36.16,35.66,0.4682148721557588,0.45224719101123595,0.11235955056179775,0.019662921348314606,0.14606741573033707,0.05056179775280899,51
51077,410,27,4,60,19,574,28.74,22.82,14.1,37.42,40.82,0.3356426182513139,0.7142857142857143,0.047038327526132406,0.006968641114982578,0.10452961672473868,0.033101045296167246,51
51079,137,34,2,56,19,293,23.9,19.4,16.0333,35.3333,38.0333,0.3904688700999231,0.46757679180887374,0.11604095563139932,0.006825938566552901,0.19112627986348124,0.06484641638225255,51
51081,4,2,0,1,3,10,29.2,24.5333,15.2,43.8333,42.7333,0.0092561614809858,0.4,0.2,0.0,0.1,0.3,51
51083,264,68,56,100,56,656,29.7778,20.9222,12.8778,37.4333,39.8778,0.2967909274026655,0.4024390243902439,0.10365853658536585,0.08536585365853659,0.1524390243902439,0.08536585365853659,51
51085,1634,314,51,747,297,3678,19.0565,14.7652,16.3696,32.6696,36.2783,0.4240625525475029,0.44426318651441,0.08537248504622078,0.013866231647634585,0.2030995106035889,0.08075040783034258,51
51087,2453,496,85,1206,497,5657,21.654,15.2857,15.1254,36.0841,34.5968,0.3608887258306145,0.4336220611631607,0.08767898179246951,0.015025631960403041,0.21318720169701255,0.08785575393318013,51
51089,235,35,7,78,54,484,29.6286,23.6643,13.0,38.85,41.2143,0.4803432572260603,0.4855371900826446,0.07231404958677685,0.014462809917355372,0.16115702479338842,0.1115702479338843,51
51091,10,3,0,5,3,25,24.7,18.2,13.9,32.4,34.6,0.996553209823352,0.4,0.12,0.0,0.2,0.12,51
51093,460,118,10,204,90,1116,22.9375,17.7875,15.2875,36.55,36.625,0.5224884167702565,0.4121863799283154,0.1057347670250896,0.008960573476702509,0.1827956989247312,0.08064516129032258,51
51095,9,1,0,2,0,14,19.0,12.9818,14.8636,30.2182,30.7909,0.552528496312242,0.6428571428571429,0.07142857142857142,0.0,0.14285714285714285,0.0,51
51097,1,0,0,1,1,4,25.25,18.75,14.45,37.75,37.45,0.1888688482349909,0.25,0.0,0.0,0.25,0.25,51
51099,287,115,20,116,68,756,19.4,15.98,17.52,35.58,36.9,0.4966847498493068,0.37962962962962965,0.15211640211640212,0.026455026455026454,0.15343915343915343,0.08994708994708994,51
51101,136,64,12,83,56,422,23.05,18.825,16.325,38.525,36.8,0.1844817306873349,0.3222748815165877,0.15165876777251186,0.02843601895734597,0.1966824644549763,0.13270142180094788,51
51103,13,1,1,6,5,34,25.6333,15.4667,11.2667,32.7333,34.8333,0.1051428571428571,0.38235294117647056,0.029411764705882353,0.029411764705882353,0.17647058823529413,0.14705882352941177,51
51105,103,15,4,39,21,229,30.7,25.9167,15.4833,37.9833,38.6833,0.0003022061045633,0.4497816593886463,0.06550218340611354,0.017467248908296942,0.1703056768558952,0.09170305676855896,51
51107,8185,1573,213,3642,1084,17627,15.6531,11.0719,15.9672,32.0484,28.9266,0.2411463893304493,0.46434447154932773,0.08923810064106201,0.012083735178986782,0.20661485221535145,0.06149656776535996,51
51109,459,58,7,214,49,986,25.6,20.6167,15.2667,36.0,38.1333,0.0469584433122583,0.46551724137931033,0.058823529411764705,0.007099391480730223,0.21703853955375255,0.04969574036511156,51
51111,23,5,1,8,10,53,29.3667,22.3667,13.7333,37.8,41.0333,0.0008526360665056,0.4339622641509434,0.09433962264150944,0.018867924528301886,0.1509433962264151,0.18867924528301888,51
51113,77,12,3,29,17,169,24.75,19.15,14.65,33.85,37.05,0.0150627615062761,0.4556213017751479,0.07100591715976332,0.01775147928994083,0.17159763313609466,0.10059171597633136,51
51115,68,15,5,44,21,189,23.35,16.35,13.3,31.75,34.45,0.0,0.35978835978835977,0.07936507936507936,0.026455026455026454,0.2328042328042328,0.1111111111111111,51
51117,345,73,25,136,85,811,29.3,21.7111,12.5444,37.5111,38.7,0.2874621441550575,0.4254007398273736,0.09001233045622688,0.030826140567200986,0.16769420468557336,0.10480887792848335,51
51119,46,16,2,17,18,111,25.025,18.15,13.45,34.025,34.075,0.073125,0.4144144144144144,0.14414414414414414,0.018018018018018018,0.15315315315315314,0.16216216216216217,51
51121,4482,936,112,1811,717,9669,20.7313,14.8188,17.35,30.1625,31.825,0.2302587122309103,0.46354328265591066,0.09680421967111387,0.011583410900817045,0.18729961733374703,0.07415451442755197,51
51125,92,24,4,44,12,225,24.6333,18.0667,13.9667,33.7667,35.6333,0.0922939954495993,0.4088888888888889,0.10666666666666667,0.017777777777777778,0.19555555555555557,0.05333333333333334,51
51127,106,37,8,49,25,275,21.1333,17.9333,16.6667,33.9333,35.6,0.0,0.38545454545454544,0.13454545454545455,0.02909090909090909,0.1781818181818182,0.09090909090909091,51
51131,55,9,4,22,7,110,29.6667,19.0333,12.4333,36.3,43.7333,0.0,0.5,0.08181818181818182,0.03636363636363636,0.2,0.06363636363636363,51
51133,14,2,0,3,0,25,25.5,16.3333,12.0,32.5667,35.9667,0.2173091458805744,0.56,0.08,0.0,0.12,0.0,51
51135,111,28,3,50,23,266,29.3667,22.3333,13.9333,39.6667,40.7333,0.4067893040015171,0.41729323308270677,0.10526315789473684,0.011278195488721804,0.18796992481203006,0.08646616541353383,51
51137,469,105,10,230,96,1099,22.92,18.88,15.6,35.34,34.44,0.4267119411431805,0.4267515923566879,0.09554140127388536,0.009099181073703366,0.20928116469517744,0.08735213830755233,51
51139,334,43,3,125,41,651,26.64,22.26,15.6,34.4,37.06,,0.5130568356374808,0.06605222734254992,0.004608294930875576,0.19201228878648233,0.0629800307219662,51
51141,42,8,2,18,14,111,27.1,21.3,14.2,35.275,36.875,0.0906435911303407,0.3783783783783784,0.07207207207207207,0.018018018018018018,0.16216216216216217,0.12612612612612611,51
